Coord X,Coord Y
72.53011043707237,62.21769565648637
70.17838877180358,77.0658818826713
77.74391753287746,78.26414392125318
67.11378985259151,67.63401624096724
67.78883918250492,72.34341175898241
79.52206776163848,44.67625607823635
90.93130638925214,59.52706071849269
70.17838877180358,63.41595769506824
68.31205189117338,65.28229457569843
50.72187858330754,75.04655276152721
83.16023811735832,72.84782333677231
85.4561003816478,51.991086158770884
50.72187858330754,81.03946252979216
76.5970309659363,54.86957230223008
77.43770472627294,46.76061911360193
90.54348837660594,57.07847415372897
52.099197717676,72.34341175898244
80.55892725212036,67.06303527821451
67.11378985259151,72.84782333677231
85.07042061271305,35.72745739642351
76.5970309659363,64.1845491347553
82.87499034228941,35.37973540177092
77.12727927438995,38.30834046720649
80.67956007186577,49.2411365970216
77.43770472627294,57.83640634990835
78.69903381277334,36.736585928823104
81.96197607877643,75.19954500204109
90.54348837660594,61.97564728325643
88.62270141018887,38.30834046720649
77.12727927438995,46.66025352623861
68.31205189117338,75.19954500204109
62.94047333422293,68.82086777887677
75.13701398497491,61.80480269707178
66.70089689317692,70.24091978886977
85.0599613797917,42.87688536605586
54.24442256341319,70.19818691324522
72.53011043707237,78.26414392125318
56.94756356595798,68.82086777887677
89.41799666783184,64.1845491347553
78.35002540062145,53.11657786754492
80.09563919814624,77.0658818826713
83.57313107677291,70.24091978886977
85.07042061271305,49.2411365970216
94.02046148004473,49.387069761085996
75.08372124451597,59.52706071849269
89.41799666783184,54.86957230223008
83.16023811735832,67.63401624096724
82.87499034228941,49.588858591674175
69.64075014665441,78.04300764565969
76.09946127953867,55.20995570242427
75.47153925716225,61.97564728325643
92.68221803331049,57.836406349908344
87.05094687180546,36.736585928823104
76.09946127953867,49.387069761085996
92.68221803331049,46.760619113601905
75.77042874733776,42.48429699672256
80.67956007186577,35.727457396423524
82.14851840912256,61.25901283200818
65.64361433676771,70.19818691324522
75.47153925716225,57.07847415372897
78.35002540062145,65.93754356944046
67.78883918250492,83.74260353233694
83.00751381688406,67.45085329086079
82.14851840912256,43.338012631502096
50.247286753526495,78.04300764565969
76.11815074199036,40.28886672629892
80.09563919814624,63.41595769506824
87.97140435046083,43.338012631502096
77.74391753287746,62.21769565648637
90.59785499794492,44.67625607823635
62.94047333422293,87.2651475124426
81.96197607877643,65.28229457569843
89.97955193724104,42.48429699672256
87.97140435046083,61.25901283200818
69.16615831687336,75.04655276152721
76.11815074199036,44.67972726714617
75.13701398497491,78.67703688066776
75.63833401409244,52.29851273175513
85.0599613797917,61.7201400974544
94.02046148004473,55.20995570242427
