Coord X,Coord Y
32.76208801844856,8.726868154828301
32.76208801844856,14.815234867522024
81.81216564204462,58.25712822729373
42.377246275232245,15.593842658890667
84.2563224661238,42.82532937716049
9.144027656710358,36.27532668700078
31.39516452561088,12.933826085312932
57.80745138223595,26.80454288497437
62.19084929529502,35.40744567895345
37.252876153741326,21.953153021780267
86.19601630412805,44.76502321516474
14.701561062232154,19.97724057194974
36.13659126401842,8.192399346905386
23.30446385621123,74.29383111803726
31.929633333533783,13.982780182607256
14.70156106223216,69.91043320497819
17.24763180100037,61.21565575366728
87.8704982554402,49.91854875001521
52.66684720754817,43.16866410290601
81.81216564204462,41.579969272736676
34.97381668988065,8.008233946756977
62.19084929529502,54.480228097974475
30.359538737836104,65.47597257261808
23.46620132193086,21.95315302178027
87.44137640855186,47.20918003924392
31.210999125462465,11.771051511175164
51.57504981896184,36.27532668700078
79.10279693127333,41.15084742584836
12.312547087074833,30.05675716607028
76.39342822050205,41.579969272736676
9.144027656710364,50.06200151881124
38.018000046227506,13.982780182607256
