Coord X,Coord Y
39.96063432673519,30.13972475674814
49.97866146653435,86.7389782902858
56.28787847805008,93.04819530180154
92.56387437925228,26.542708765748447
34.246305668289466,57.51841671787031
55.0829252500501,89.33973058891979
77.53406665473285,15.622914266141613
39.96063432673519,26.445147269502417
44.87439768301858,96.75666001468329
71.25585074731055,51.260500290879094
44.87439768301858,89.33973058891979
43.669444455018606,93.04819530180154
79.16261028392368,47.23180508394193
46.270196753652584,87.9439315182858
92.56387437925228,15.622914266141613
74.27596414942441,32.192254723792374
37.000426892976506,40.129579663903776
40.253216120511716,28.29243601312529
55.97908341805663,94.99785057955944
42.72261922089374,51.3600144411951
29.4389994542382,24.77868401892286
36.122552915700815,22.60706585846804
81.02914301630913,41.48720802188052
34.246305668289466,39.693369715145785
31.492184443602422,57.08220676911233
71.25585074731055,31.71391575288194
29.007655793478648,55.81627619187623
74.27596414942441,50.78216131996865
93.88326984225657,18.21237366274968
25.76999211568519,51.3600144411951
43.158829169651725,48.605893216508036
61.482558478311965,41.48720802188052
37.78901616628036,33.12870073096503
43.978239515012035,94.99785057955944
65.51125368524914,49.39396755849365
42.72261922089374,45.851771991821
46.27019675365259,98.15245908531729
79.58907326718914,28.597715378204736
39.48495554310029,41.39551024113987
51.92831674429222,87.04777335027927
48.029006188776464,87.04777335027927
68.23573734519671,32.192254723792374
63.3490912106974,35.74261095981912
55.97908341805663,91.09854002404366
53.687126179416076,87.9439315182858
30.761512177875524,33.12870073096503
79.16261028392368,35.74261095981911
76.21467119172854,23.95324936914039
41.45668864365764,53.844543091318855
27.03592269292129,43.367243341697254
28.589894017420697,30.13972475674814
85.04897051699255,11.793879497816315
39.111528889917686,31.806188007327705
39.48495554310029,55.81627619187623
87.91940837018791,12.248512190681026
30.761512177875524,23.45617129528554
37.000426892976506,57.08220676911233
61.9608974492224,38.46709461976668
31.492184443602408,40.129579663903776
77.00044780937196,33.580448485267375
28.297312223644184,28.29243601312529
28.589894017420697,26.44514726950242
41.45668864365764,43.367243341697225
36.122552915700815,33.97780616778252
29.438999454238203,31.806188007327705
68.23573734519671,50.78216131996865
37.78901616628036,23.456171295285536
61.9608974492224,44.50732142399437
77.00044780937196,49.39396755849365
25.76999211568519,45.851771991821
53.687126179416076,98.15245908531729
34.275264172077954,34.270387961559045
82.17853266379721,12.248512190681026
65.51125368524914,33.580448485267375
80.55080404539868,38.46709461976668
32.427975428455085,33.97780616778252
90.50886776679596,28.597715378204736
51.92831674429222,99.04861725332384
79.58907326718914,13.567907653685324
93.88326984225657,23.953249369140377
