Coord X,Coord Y,Circulo
55.30614146123862,50.6135767064488,Circulo4
58.54983793662708,32.68413108375084,Circulo4
12.245823801144509,9.617177437529515,Circulo3
80.48881341356886,33.311522185734326,Circulo1
48.886841943755705,36.720422698629946,Circulo4
92.7938019926272,32.719874385436924,Circulo1
50.348186219417705,39.5461256158271,Circulo2
90.59700580816525,24.130522844439326,Circulo1
12.417175278995328,23.902752564093095,Circulo3
50.57277777891214,38.073521062518296,Circulo4
56.47763228800559,38.96563465092218,Circulo2
47.42584544971393,35.60281493231444,Circulo2
62.888235345553234,42.0084906460249,Circulo4
60.14455853020708,37.640784374502346,Circulo2
80.41602296986687,37.11510692417199,Circulo1
3.992994559382532,20.327713024058486,Circulo3
93.32636811260551,28.672416544714544,Circulo1
87.94848816406102,35.069135892303606,Circulo1
51.084729363025296,28.111305170912786,Circulo2
22.70072402531725,22.787787591632323,Circulo3
7.534735125814974,24.56010516798077,Circulo3
5.965205647250573,22.453100369210667,Circulo3
92.61399223667675,28.19962724898402,Circulo1
51.965743049507914,45.88834460397285,Circulo4
60.0472075995514,32.81498188936452,Circulo4
51.44330302011895,40.82550439009756,Circulo4
88.56437344404748,25.084371557919127,Circulo1
17.43945612139391,10.693264273630989,Circulo3
52.05387489969019,46.259295212033884,Circulo4
56.9695735446445,47.39261644101832,Circulo4
21.283237112152868,20.226383420347027,Circulo3
61.7552136772333,28.908722718295223,Circulo2
82.65745701202431,38.66602518543595,Circulo1
60.66436721548771,38.43120777285445,Circulo2
54.811576708549715,36.017599041132776,Circulo4
51.84718019130588,42.37109723685017,Circulo2
86.71321686692743,22.671926570500876,Circulo1
83.60538952306442,22.25251262172588,Circulo1
17.445077282192493,15.085761707997356,Circulo3
79.36624067309658,30.15244283531458,Circulo1
58.97971540802302,40.53627206454348,Circulo2
56.749599314821594,36.75384519013742,Circulo4
48.9890200325707,43.87190907202621,Circulo4
16.282297937195775,9.249228516627316,Circulo3
58.62721108524181,27.70663560827199,Circulo2
61.126793735647354,44.396287337737945,Circulo4
47.15865170623328,32.7970839552528,Circulo2
77.51032945269083,30.77837987691176,Circulo1
6.722034669802987,13.018439374833433,Circulo3
48.3662335311949,32.32504069614696,Circulo2
51.20455897501851,27.440455322821244,Circulo2
77.92879904438338,27.49002332439727,Circulo1
54.896458852903365,26.721666500591702,Circulo2
14.647555183348024,24.109411701506424,Circulo3
55.031929465972105,26.96652620276577,Circulo2
49.082853622365356,44.643003440998406,Circulo4
95.67042471268796,26.33726752842293,Circulo1
17.969717984548165,25.901768055419147,Circulo3
56.469299479073406,44.34627176972212,Circulo2
94.9200545056892,35.56374064294523,Circulo1
82.70798410452203,22.39532159796429,Circulo1
78.85095899602577,22.604916241017676,Circulo1
19.893849116602585,17.359812455497178,Circulo3
48.36125011827024,38.46952065219644,Circulo2
58.73802306359923,45.59520820491328,Circulo4
8.449085193262727,12.228927773724038,Circulo3
57.42049349168094,25.820735118348622,Circulo2
88.2326837288392,37.17899906994089,Circulo1
60.16388376286213,41.721512183973594,Circulo4
19.67120177077857,9.481475102432508,Circulo3
61.43054496040615,28.342286989395465,Circulo2
61.00891175530594,30.975305873527187,Circulo2
86.32241765588849,38.255188286937404,Circulo1
58.03027147047434,37.32635798265237,Circulo4
9.996939448837253,27.584935705538395,Circulo3
16.438008607507694,26.56658313513941,Circulo3
64.01818981394959,39.685294088789696,Circulo4
47.63078976210724,38.66492210198073,Circulo4
20.555379492953595,16.51010929831089,Circulo3
5.276692739876151,15.968461589315234,Circulo3
