Coord X,Coord Y,Circulo
80.22637322809497,35.86444327001515,Circulo1
9.753176703120426,13.00095845512714,Circulo3
61.280454953115324,43.272383503324804,Circulo4
49.19097132922845,41.64952118826679,Circulo4
57.20569573920724,48.20879358007521,Circulo4
22.457745413959607,15.417388594720897,Circulo3
12.080086681964984,10.37563383175073,Circulo3
50.347385212267376,27.10209071405694,Circulo2
60.92875104506906,37.99890135105269,Circulo4
45.356912353955124,34.64209264149087,Circulo2
62.58932531366662,38.285564542428475,Circulo2
78.32562115644117,29.875358973806865,Circulo1
89.29460877302382,23.25758636166998,Circulo1
13.829576488667563,10.073010156810948,Circulo3
58.103591221834364,47.39979359826333,Circulo4
59.62142910304008,35.74756389055863,Circulo4
92.66223130131812,32.808933595250735,Circulo1
55.407852688771236,41.38446316085471,Circulo2
83.45880705803178,36.881383619062404,Circulo1
81.52297492911092,24.151160870042727,Circulo1
91.92483889087785,34.41693485282234,Circulo1
78.23741374658304,31.57717604047007,Circulo1
53.06694107760467,36.25708023834242,Circulo4
49.0864632585768,45.90043810605632,Circulo4
50.8860196421492,47.177639540847885,Circulo4
56.55703414991514,41.75106886110555,Circulo2
48.29936014291611,42.98595001978772,Circulo4
14.336608210189002,27.270464694879607,Circulo3
87.01347909426484,21.884731902799917,Circulo1
52.313235478928796,41.81637297461351,Circulo2
20.54189797528423,23.352082975134522,Circulo3
93.05898434175911,27.033815523221627,Circulo1
56.1984856773112,29.26235425965742,Circulo2
87.64069177609838,21.557135135436862,Circulo1
48.22814178879319,32.468837954246624,Circulo2
93.93912552700787,30.00180625977697,Circulo1
17.801545692741758,27.11939014450386,Circulo3
51.28345252412687,36.668575261880974,Circulo4
85.78090511518698,38.17016611999117,Circulo1
59.051386343279454,29.151078901606695,Circulo2
50.12989575363982,41.39857171810569,Circulo2
48.17080607797443,39.416571426482875,Circulo4
6.667743502764878,19.58729788934346,Circulo3
61.533508370655625,36.374798248821186,Circulo2
79.44026777081085,25.33443249996162,Circulo1
6.694531723999771,18.482515405938795,Circulo3
48.617040116312445,38.18101773054048,Circulo2
53.70749283934704,49.098340149437824,Circulo4
