Coord X,Coord Y,Circulo
27.035922692921286,43.36724334169724,Circulo5
65.51125368524914,49.39396755849366,Circulo2
90.50886776679597,28.59771537820474,Circulo3
39.11152888991769,24.77868401892286,Circulo1
25.769992115685188,45.851771991821,Circulo5
39.11152888991769,31.806188007327705,Circulo1
31.492184443602415,40.129579663903776,Circulo5
46.27019675365259,98.1524590853173,Circulo4
76.21467119172854,18.212373662749684,Circulo3
77.53406665473284,26.54270876574845,Circulo3
42.72261922089374,45.851771991820996,Circulo5
48.02900618877645,99.04861725332383,Circulo4
53.68712617941608,98.1524590853173,Circulo4
77.00044780937195,33.58044848526738,Circulo2
56.287878478050075,93.04819530180154,Circulo4
74.2759641494244,50.782161319968665,Circulo2
28.297312223644184,28.292436013125283,Circulo1
30.761512177875524,23.45617129528554,Circulo1
65.51125368524914,33.58044848526738,Circulo2
41.45668864365764,53.84454309131886,Circulo5
87.91940837018791,12.248512190681025,Circulo3
29.438999454238203,31.806188007327705,Circulo1
74.2759641494244,32.192254723792374,Circulo2
79.16261028392368,47.23180508394193,Circulo2
93.88326984225657,18.21237366274968,Circulo3
34.246305668289466,39.69336971514579,Circulo5
39.48495554310028,55.81627619187623,Circulo5
55.08292525005009,89.33973058891979,Circulo4
39.48495554310028,41.39551024113987,Circulo5
40.25321612051171,28.292436013125283,Circulo1
29.00765579347865,41.395510241139874,Circulo5
46.270196753652584,87.94393151828578,Circulo4
48.02900618877645,87.04777335027926,Circulo4
51.92831674429222,99.04861725332383,Circulo4
32.427975428455085,22.60706585846804,Circulo1
80.55080404539869,44.50732142399437,Circulo2
43.66944445501859,93.04819530180154,Circulo4
31.49218444360242,57.08220676911233,Circulo5
29.4389994542382,24.77868401892286,Circulo1
29.007655793478655,55.81627619187623,Circulo5
92.56387437925227,26.54270876574845,Circulo3
55.97908341805662,94.99785057955943,Circulo4
79.16261028392368,35.74261095981911,Circulo2
37.78901616628037,33.12870073096503,Circulo1
51.92831674429222,87.04777335027926,Circulo4
36.12255291570081,33.977806167782525,Circulo1
41.45668864365764,43.36724334169723,Circulo5
43.158829169651725,48.60589321650805,Circulo5
49.978661466534334,99.35741231331728,Circulo4
44.87439768301858,96.75666001468329,Circulo4
55.97908341805662,91.09854002404366,Circulo4
82.1785326637972,12.248512190681026,Circulo3
82.1785326637972,29.917110841209038,Circulo3
93.88326984225657,23.95324936914038,Circulo3
28.589894017420704,26.44514726950242,Circulo1
63.34909121069741,47.23180508394193,Circulo2
37.00042689297651,40.12957966390377,Circulo5
80.55080404539869,38.46709461976667,Circulo2
28.589894017420704,30.139724756748144,Circulo1
43.97823951501205,91.09854002404366,Circulo4
44.87439768301858,89.33973058891979,Circulo4
37.78901616628037,23.456171295285536,Circulo1
39.96063432673519,30.139724756748144,Circulo1
43.97823951501205,94.99785057955943,Circulo4
61.9608974492224,38.46709461976667,Circulo2
75.76003849886384,21.082811515945032,Circulo3
37.00042689297651,57.082206769112325,Circulo5
71.25585074731055,31.71391575288194,Circulo2
42.72261922089374,51.3600144411951,Circulo5
25.76999211568519,51.3600144411951,Circulo5
79.58907326718914,28.59771537820474,Circulo3
63.34909121069741,35.74261095981912,Circulo2
34.27526417207795,22.31448406469152,Circulo1
32.427975428455085,33.977806167782525,Circulo1
68.2357373451967,50.782161319968665,Circulo2
34.27526417207795,34.270387961559045,Circulo1
90.50886776679597,13.567907653685323,Circulo3
61.48255847831197,41.48720802188052,Circulo2
53.687126179416076,87.94393151828578,Circulo4
68.2357373451967,32.192254723792374,Circulo2
81.02914301630912,41.48720802188052,Circulo2
77.00044780937195,49.39396755849366,Circulo2
25.333782166927204,48.60589321650805,Circulo5
71.25585074731055,51.260500290879094,Circulo2
77.53406665473284,15.622914266141613,Circulo3
55.08292525005009,96.75666001468329,Circulo4
49.978661466534334,86.7389782902858,Circulo4
34.246305668289466,57.51841671787031,Circulo5
27.035922692921286,53.84454309131887,Circulo5
79.58907326718914,13.567907653685324,Circulo3
61.9608974492224,44.50732142399437,Circulo2
39.96063432673519,26.445147269502417,Circulo1
85.04897051699255,11.793879497816317,Circulo3
87.91940837018791,29.917110841209038,Circulo3
92.56387437925227,15.622914266141612,Circulo3
30.761512177875524,33.12870073096503,Circulo1
76.21467119172854,23.953249369140384,Circulo3
36.12255291570081,22.60706585846804,Circulo1
94.33790253512127,21.082811515945032,Circulo3
85.04897051699255,30.371743534073747,Circulo3
