Coord X,Coord Y,Circulo
92.68221803331048,57.836406349908344,Circulo3
77.43770472627293,57.83640634990835,Circulo3
80.09563919814624,63.415957695068236,Circulo5
78.35002540062146,65.93754356944046,Circulo1
76.09946127953867,55.209955702424274,Circulo3
90.93130638925217,59.52706071849269,Circulo1
72.53011043707238,62.21769565648637,Circulo5
62.94047333422293,68.82086777887677,Circulo2
59.944018450090454,87.73973934222364,Circulo2
81.96197607877644,75.1995450020411,Circulo5
67.11378985259151,72.84782333677231,Circulo5
66.70089689317692,70.24091978886977,Circulo5
68.31205189117338,75.1995450020411,Circulo5
83.00751381688407,51.60326814612459,Circulo1
83.57313107677291,70.24091978886977,Circulo5
89.97955193724104,42.484296996722556,Circulo4
50.72187858330754,75.04655276152721,Circulo2
90.5434883766059,61.975647283256414,Circulo1
75.63833401409244,52.29851273175513,Circulo3
69.16615831687336,75.04655276152721,Circulo2
85.0599613797917,42.87688536605586,Circulo3
77.74391753287745,78.26414392125318,Circulo5
79.52206776163848,44.67625607823635,Circulo3
94.48158874549097,52.29851273175513,Circulo3
75.47153925716225,61.975647283256414,Circulo1
72.53011043707238,78.26414392125318,Circulo5
85.07042061271304,35.72745739642351,Circulo4
69.16615831687336,81.03946252979216,Circulo2
78.35002540062146,53.11657786754492,Circulo1
89.41799666783184,64.1845491347553,Circulo1
87.66500223314668,53.11657786754492,Circulo1
89.63182994258845,44.67972726714619,Circulo4
87.97140435046084,43.338012631502096,Circulo3
69.64075014665441,78.04300764565969,Circulo2
67.78883918250492,72.34341175898241,Circulo2
76.09946127953867,49.38706976108599,Circulo3
50.247286753526495,78.04300764565969,Circulo2
70.17838877180358,63.41595769506824,Circulo5
56.94756356595798,68.82086777887677,Circulo2
81.96197607877644,65.28229457569844,Circulo5
89.41799666783184,54.86957230223008,Circulo1
52.099197717676,72.34341175898243,Circulo2
94.02046148004473,55.209955702424274,Circulo3
67.78883918250492,83.74260353233694,Circulo2
68.31205189117338,65.28229457569844,Circulo5
85.07042061271305,49.241136597021594,Circulo4
92.68221803331048,46.76061911360191,Circulo3
82.14851840912256,61.25901283200817,Circulo3
80.09563919814624,77.0658818826713,Circulo5
70.17838877180358,77.0658818826713,Circulo5
67.11378985259151,67.63401624096724,Circulo5
87.05094687180546,36.736585928823104,Circulo4
78.69903381277335,36.736585928823104,Circulo4
77.12727927438995,46.66025352623862,Circulo4
83.00751381688407,67.45085329086079,Circulo1
80.55892725212034,51.99108615877088,Circulo1
88.62270141018887,38.30834046720649,Circulo4
88.62270141018887,46.66025352623862,Circulo4
82.14851840912256,43.338012631502096,Circulo3
77.74391753287745,62.21769565648637,Circulo5
79.52206776163848,59.920769385273914,Circulo3
89.63182994258845,40.28886672629892,Circulo4
85.45610038164779,67.0630352782145,Circulo1
80.67956007186577,35.72745739642352,Circulo4
76.5970309659363,54.86957230223008,Circulo1
78.69903381277335,48.23200806462201,Circulo4
87.97140435046084,61.25901283200817,Circulo3
56.94756356595798,87.2651475124426,Circulo2
76.11815074199036,44.67972726714619,Circulo4
82.87499034228941,35.37973540177092,Circulo4
82.87499034228941,49.58885859167419,Circulo4
94.02046148004473,49.38706976108599,Circulo3
90.59785499794492,44.67625607823635,Circulo3
54.24442256341319,85.88782837807415,Circulo2
50.72187858330754,81.03946252979216,Circulo2
85.0599613797917,61.720140097454404,Circulo3
85.45610038164779,51.99108615877088,Circulo1
52.099197717676,83.74260353233696,Circulo2
87.05094687180546,48.23200806462201,Circulo4
62.94047333422293,87.2651475124426,Circulo2
90.5434883766059,57.07847415372897,Circulo1
83.16023811735832,72.84782333677231,Circulo5
83.16023811735832,67.63401624096724,Circulo5
76.5970309659363,64.1845491347553,Circulo1
77.12727927438995,38.30834046720649,Circulo4
65.64361433676771,85.88782837807415,Circulo2
65.64361433676771,70.19818691324522,Circulo2
75.77042874733777,42.484296996722556,Circulo4
80.55892725212036,67.06303527821451,Circulo1
75.13701398497491,78.67703688066777,Circulo5
90.59785499794492,59.920769385273914,Circulo3
75.47153925716225,57.07847415372897,Circulo1
77.43770472627293,46.76061911360192,Circulo3
76.11815074199036,40.28886672629892,Circulo4
75.08372124451597,59.52706071849269,Circulo1
87.66500223314668,65.93754356944046,Circulo1
75.13701398497491,61.80480269707178,Circulo5
80.67956007186577,49.2411365970216,Circulo4
54.24442256341319,70.19818691324522,Circulo2
59.944018450090454,68.34627594909573,Circulo2
